Id;Label;timeset;0;1;giantcomponent
2229;FZD4;;gene;gene;0
2235;F10;;gene;gene;0
2236;F11;;gene;gene;0
2237;F12;;gene;gene;0
2238;F13A1;;gene;gene;0
2239;F13B;;gene;gene;0
2241;MCFD2;;gene;gene;0
2244;FANCA;;gene;gene;0
2245;FANCC;;gene;gene;0
2246;FANCD2;;gene;gene;0
2247;FANCE;;gene;gene;0
2248;FANCB;;gene;gene;0
2249;FANCF;;gene;gene;0
2250;FANCG;;gene;gene;0
2251;FANCL;;gene;gene;0
2252;FANCM;;gene;gene;0
2253;BRIP1;;gene;gene;0
2254;SLC2A2;;gene;gene;0
2285;COL8A2;;gene;gene;0
2290;RDH5;;gene;gene;0
2306;IL1B;;gene;gene;0
2307;IL1RN;;gene;gene;0
2309;MUTYH;;gene;gene;0
2328;MYOC;;gene;gene;0
2330;OPTN;;gene;gene;0
2331;DMBT1;;gene;gene;0
2335;LGI1;;gene;gene;0
2380;GC;;gene;gene;0
2386;GHRHR;;gene;gene;0
2418;AK1;;gene;gene;0
2419;BPGM;;gene;gene;0
2420;G6PD;;gene;gene;0
2421;GCLC;;gene;gene;0
2422;GPI;;gene;gene;0
2423;GSS;;gene;gene;0
2424;HK1;;gene;gene;0
2427;TPI1;;gene;gene;0
2434;SERPINA1;;gene;gene;0
2437;CASP8;;gene;gene;0
2439;IGF2R;;gene;gene;0
2441;PDGFRL;;gene;gene;0
2444;AXIN1;;gene;gene;0
2462;GDNF;;gene;gene;0
2463;NRTN;;gene;gene;0
2468;CCR2;;gene;gene;0
2469;CCR5;;gene;gene;0
2471;CCL5;;gene;gene;0
2477;SIX3;;gene;gene;0
2478;TGIF;;gene;gene;0
2479;ZIC2;;gene;gene;0
2483;MTHFR;;gene;gene;0
2492;HD;;gene;gene;0
2495;JPH3;;gene;gene;0
2504;BAAT;;gene;gene;0
2506;TJP2;;gene;gene;0
2507;APOA2;;gene;gene;0
2509;EPHX2;;gene;gene;0
2510;ITIH4;;gene;gene;0
2511;LDLR;;gene;gene;0
2512;C7orf16;;gene;gene;0
2513;LDLRAP1;;gene;gene;0
2514;PCSK9;;gene;gene;0
2517;PDGFRA;;gene;gene;0
2525;APOC2;;gene;gene;0
2541;ALDH4A1;;gene;gene;0
2544;ADD1;;gene;gene;0
2547;CYP3A5;;gene;gene;0
2548;ECE1;;gene;gene;0
2549;GNB3;;gene;gene;0
2550;HSD11B2;;gene;gene;0
2551;KCNMB1;;gene;gene;0
2554;PTGIS;;gene;gene;0
2555;RETN;;gene;gene;0
2560;APOA5;;gene;gene;0
2561;LIPI;;gene;gene;0
2565;APOA1;;gene;gene;0
2566;APOB;;gene;gene;0
2568;CASR;;gene;gene;0
2569;CP;;gene;gene;0
2576;ABCC8;;gene;gene;0
2585;KCNE3;;gene;gene;0
2601;CTLA4;;gene;gene;0
2602;SLC5A5;;gene;gene;0
2604;TSHB;;gene;gene;0
2606;PAX8;;gene;gene;0
2607;DUOX2;;gene;gene;0
2614;ALOX12B;;gene;gene;0
2616;ALOXE3;;gene;gene;0
2619;KRT2A;;gene;gene;0
2622;ABCA12;;gene;gene;0
2623;ICHTHYIN;;gene;gene;0
2625;PHF11;;gene;gene;0
2635;FOXP3;;gene;gene;0
2640;IKBKG;;gene;gene;0
2645;GABRB3;;gene;gene;0
2648;PPP1R3A;;gene;gene;0
2649;PTPN1;;gene;gene;0
2651;COL9A2;;gene;gene;0
2652;COL9A3;;gene;gene;0
2675;KAL1;;gene;gene;0
2685;VSX1;;gene;gene;0
2687;DSG1;;gene;gene;0
2690;SAT;;gene;gene;0
2705;LAMA3;;gene;gene;0
2711;GUCY2D;;gene;gene;0
2715;RPGRIP1;;gene;gene;0
2716;RDH12;;gene;gene;0
2722;COX15;;gene;gene;0
2724;NDUFS3;;gene;gene;0
2727;NDUFS8;;gene;gene;0
2730;SURF1;;gene;gene;0
2731;LRPPRC;;gene;gene;0
2732;NDUFS7;;gene;gene;0
2740;ABL1;;gene;gene;0
2741;ARNT;;gene;gene;0
2743;BCL2;;gene;gene;0
2744;BCR;;gene;gene;0
2746;CEBPA;;gene;gene;0
2747;NQO1;;gene;gene;0
2748;FLT3;;gene;gene;0
2750;HOXD4;;gene;gene;0
2756;NPM1;;gene;gene;0
2757;NUMA1;;gene;gene;0
2758;P2RX7;;gene;gene;0
2759;PML;;gene;gene;0
2761;STAT5B;;gene;gene;0
2762;TAL1;;gene;gene;0
2763;TAL2;;gene;gene;0
2764;TRA@;;gene;gene;0
2765;ZBTB16;;gene;gene;0
2766;NUP214;;gene;gene;0
2767;MLLT10;;gene;gene;0
2768;PICALM;;gene;gene;0
2769;GMPS;;gene;gene;0
2770;ZNFN1A1;;gene;gene;0
2771;MLLT11;;gene;gene;0
2772;ARHGAP26;;gene;gene;0
2773;ARHGEF12;;gene;gene;0
2774;CHIC2;;gene;gene;0
2775;WHSC1L1;;gene;gene;0
2776;ARL11;;gene;gene;0
2792;LMNA;;gene;gene;0
2794;AGPAT2;;gene;gene;0
2795;PPARGC1A;;gene;gene;0
2799;LPP;;gene;gene;0
2805;RELN;;gene;gene;0
2808;TGFBR1;;gene;gene;0
2809;TGFBR2;;gene;gene;0
2812;ANK2;;gene;gene;0
2813;KCNE1;;gene;gene;0
2814;KCNH2;;gene;gene;0
2815;KCNJ2;;gene;gene;0
2816;KCNQ1;;gene;gene;0
2818;KCNE2;;gene;gene;0
2819;DCTN1;;gene;gene;0
2824;MAP3K8;;gene;gene;0
2827;PPP2R1B;;gene;gene;0
2834;BCL8;;gene;gene;0
2835;FCGR2B;;gene;gene;0
2836;SH2D1A;;gene;gene;0
2838;RAP1GDS1;;gene;gene;0
2840;RAD54L;;gene;gene;0
2842;RAD54B;;gene;gene;0
2847;GATA1;;gene;gene;0
2850;FBLN5;;gene;gene;0
2851;CNGB3;;gene;gene;0
2852;HMCN1;;gene;gene;0
2856;GYPC;;gene;gene;0
2857;ICAM1;;gene;gene;0
2858;NOS2A;;gene;gene;0
2867;BCKDHA;;gene;gene;0
2868;BCKDHB;;gene;gene;0
2869;DBT;;gene;gene;0
2870;GCSL;;gene;gene;0
2887;PTCH2;;gene;gene;0
2888;SUFU;;gene;gene;0
2896;CDK4;;gene;gene;0
2899;XRCC3;;gene;gene;0
2904;COCH;;gene;gene;0
2905;MN1;;gene;gene;0
2907;PDGFB;;gene;gene;0
2911;AGTR2;;gene;gene;0
2912;DLG3;;gene;gene;0
2913;ACSL4;;gene;gene;0
2914;FGD1;;gene;gene;0
2915;AFF2;;gene;gene;0
2916;GDI1;;gene;gene;0
2918;OPHN1;;gene;gene;0
2919;PAK3;;gene;gene;0
2920;RPS6KA3;;gene;gene;0
2922;SMS;;gene;gene;0
2923;SOX3;;gene;gene;0
2924;TSPAN7;;gene;gene;0
2925;ZNF41;;gene;gene;0
2926;SMCX;;gene;gene;0
2927;PRSS12;;gene;gene;0
2928;ARHGEF6;;gene;gene;0
2929;IL1RAPL1;;gene;gene;0
2930;FTSJ1;;gene;gene;0
2931;CRBN;;gene;gene;0
2932;NLGN4X;;gene;gene;0
2934;ZNF81;;gene;gene;0
2966;ATP1A2;;gene;gene;0
2967;EDNRA;;gene;gene;0
2968;ESR1;;gene;gene;0
2971;BCS1L;;gene;gene;0
2972;NDUFS1;;gene;gene;0
2973;NDUFS2;;gene;gene;0
2974;NDUFV1;;gene;gene;0
2975;NDUFS4;;gene;gene;0
2976;SDHA;;gene;gene;0
2977;UQCRB;;gene;gene;0
2979;GCK;;gene;gene;0
2980;HNF4A;;gene;gene;0
2981;INS;;gene;gene;0
2983;TCF1;;gene;gene;0
2984;TCF2;;gene;gene;0
2985;TIMM8A;;gene;gene;0
3016;CAPN3;;gene;gene;0
3019;LAMA2;;gene;gene;0
3020;PLEC1;;gene;gene;0
3021;SGCA;;gene;gene;0
3022;SGCB;;gene;gene;0
3023;SGCD;;gene;gene;0
3024;SGCG;;gene;gene;0
3025;TTN;;gene;gene;0
3027;TCAP;;gene;gene;0
3028;LARGE;;gene;gene;0
3031;TRIM32;;gene;gene;0
3032;SEPN1;;gene;gene;0
3033;FKRP;;gene;gene;0
3035;CHAT;;gene;gene;0
3036;CHRNA1;;gene;gene;0
3037;CHRNB1;;gene;gene;0
3038;CHRND;;gene;gene;0
3039;CHRNE;;gene;gene;0
3040;RAPSN;;gene;gene;0
3048;MDS1;;gene;gene;0
3051;CBFB;;gene;gene;0
3052;CSF1R;;gene;gene;0
3054;ACSL6;;gene;gene;0
3057;MPO;;gene;gene;0
3063;F7;;gene;gene;0
3064;GCLM;;gene;gene;0
3065;LGALS2;;gene;gene;0
3066;LTA;;gene;gene;0
3067;OLR1;;gene;gene;0
3069;TNFSF4;;gene;gene;0
3070;GABRG2;;gene;gene;0
3071;EFHC1;;gene;gene;0
3073;PGK1;;gene;gene;0
3074;KCNQ2;;gene;gene;0
3076;ACTA1;;gene;gene;0
3078;CPT2;;gene;gene;0
3079;CRYAB;;gene;gene;0
3080;DES;;gene;gene;0
3081;ITGA7;;gene;gene;0
3082;MYF6;;gene;gene;0
3084;PGAM2;;gene;gene;0
3085;DYSF;;gene;gene;0
3086;MYOT;;gene;gene;0
3087;CLCN1;;gene;gene;0
3113;CFH;;gene;gene;0
3117;SPINK5;;gene;gene;0
3119;NME1;;gene;gene;0
3120;PHOX2B;;gene;gene;0
3129;EGR2;;gene;gene;0
3130;HSPB1;;gene;gene;0
3132;NGFB;;gene;gene;0
3134;SPTLC1;;gene;gene;0
3135;HSPB8;;gene;gene;0
3136;HSN2;;gene;gene;0
3137;ELA2;;gene;gene;0
3139;GFI1;;gene;gene;0
3142;PLOD1;;gene;gene;0
3143;KRT10;;gene;gene;0
3145;CHRNA4;;gene;gene;0
3146;CYP2A6;;gene;gene;0
3147;GPR51;;gene;gene;0
3151;CACNA1F;;gene;gene;0
3152;GNAT1;;gene;gene;0
3155;NYX;;gene;gene;0
3156;NBN;;gene;gene;0
3158;TAZ;;gene;gene;0
3159;CASP10;;gene;gene;0
3160;BRAF;;gene;gene;0
3161;EGFR;;gene;gene;0
3162;IRF1;;gene;gene;0
3163;PTPN11;;gene;gene;0
3164;NDP;;gene;gene;0
3168;ADRB2;;gene;gene;0
3169;ADRB3;;gene;gene;0
3170;AGRP;;gene;gene;0
3171;AKR1C2;;gene;gene;0
3172;LEP;;gene;gene;0
3173;LEPR;;gene;gene;0
3174;MC3R;;gene;gene;0
3175;MC4R;;gene;gene;0
3176;NTRK2;;gene;gene;0
3177;PCSK1;;gene;gene;0
3179;POMC;;gene;gene;0
3180;PPARG;;gene;gene;0
3181;SIM1;;gene;gene;0
3182;UCP1;;gene;gene;0
3183;UCP2;;gene;gene;0
3184;UCP3;;gene;gene;0
3185;NR0B2;;gene;gene;0
3186;CART;;gene;gene;0
3187;SLC6A14;;gene;gene;0
3188;GHRL;;gene;gene;0
3189;BDNF;;gene;gene;0
3191;SLC6A4;;gene;gene;0
3192;ATP7A;;gene;gene;0
3203;PAX9;;gene;gene;0
3204;AXIN2;;gene;gene;0
3210;OPA1;;gene;gene;0
3211;OPA3;;gene;gene;0
3220;ENPP1;;gene;gene;0
3222;FRZB;;gene;gene;0
3224;ASPN;;gene;gene;0
3229;CLCN7;;gene;gene;0
3231;TCIRG1;;gene;gene;0
3232;OSTM1;;gene;gene;0
3234;CALCA;;gene;gene;0
3235;CALCR;;gene;gene;0
3236;COL1A1;;gene;gene;0
3237;COL1A2;;gene;gene;0
3246;CDH1;;gene;gene;0
3248;ERBB2;;gene;gene;0
3249;MSH6;;gene;gene;0
3250;MSH2;;gene;gene;0
3251;PIK3CA;;gene;gene;0
3252;RRAS2;;gene;gene;0
3266;ACVR1B;;gene;gene;0
3268;CDKN2A;;gene;gene;0
3271;RBBP8;;gene;gene;0
3274;ARMET;;gene;gene;0
3278;BRCA1;;gene;gene;0
3281;SDHC;;gene;gene;0
3283;SCN4A;;gene;gene;0
3285;CDC73;;gene;gene;0
3286;MSX2;;gene;gene;0
3287;ALX4;;gene;gene;0
3288;RASA1;;gene;gene;0
3289;DBH;;gene;gene;0
3290;NDUFV2;;gene;gene;0
3291;NR4A2;;gene;gene;0
3292;PARK2;;gene;gene;0
3293;SNCA;;gene;gene;0
3295;UCHL1;;gene;gene;0
3296;SNCAIP;;gene;gene;0
3297;PARK7;;gene;gene;0
3298;PINK1;;gene;gene;0
3299;LRRK2;;gene;gene;0
3306;SLC26A4;;gene;gene;0
3315;CYP1B1;;gene;gene;0
3317;STK11;;gene;gene;0
3318;FGFR1;;gene;gene;0
3324;SDHB;;gene;gene;0
3325;SDHD;;gene;gene;0
3331;PSEN1;;gene;gene;0
3332;KIT;;gene;gene;0
3335;CTNNB1;;gene;gene;0
3338;THRA;;gene;gene;0
3343;CD36;;gene;gene;0
3344;PLA2G7;;gene;gene;0
3345;P2RY12;;gene;gene;0
3356;BMPR1A;;gene;gene;0
3357;SMAD4;;gene;gene;0
3371;EPHX1;;gene;gene;0
3372;STOX1;;gene;gene;0
3377;PRNP;;gene;gene;0
3388;ATBF1;;gene;gene;0
3390;KLF6;;gene;gene;0
3391;EPHB2;;gene;gene;0
3392;MSR1;;gene;gene;0
3393;MXI1;;gene;gene;0
3395;RNASEL;;gene;gene;0
3396;MAD1L1;;gene;gene;0
3397;CHEK2;;gene;gene;0
3398;ELAC2;;gene;gene;0
3402;ARX;;gene;gene;0
3403;COMP;;gene;gene;0
3406;NR3C2;;gene;gene;0
3407;SCNN1A;;gene;gene;0
3408;SCNN1B;;gene;gene;0
3409;SCNN1G;;gene;gene;0
3410;WNK1;;gene;gene;0
3411;WNK4;;gene;gene;0
3426;PC;;gene;gene;0
3427;PDHA1;;gene;gene;0
3428;PDHB;;gene;gene;0
3429;INSR;;gene;gene;0
3440;MET;;gene;gene;0
3441;OGG1;;gene;gene;0
3442;PRCC;;gene;gene;0
3443;TFE3;;gene;gene;0
3445;RNF139;;gene;gene;0
3446;FLCN;;gene;gene;0
3452;PROM1;;gene;gene;0
3453;LRAT;;gene;gene;0
3454;C1QTNF5;;gene;gene;0
3456;CA4;;gene;gene;0
3457;CNGB1;;gene;gene;0
3458;CNGA1;;gene;gene;0
3459;CRX;;gene;gene;0
3460;IMPDH1;;gene;gene;0
3461;NRL;;gene;gene;0
3462;PDE6A;;gene;gene;0
3463;PDE6B;;gene;gene;0
3465;RGR;;gene;gene;0
3466;RHO;;gene;gene;0
3467;RLBP1;;gene;gene;0
3468;ROM1;;gene;gene;0
3469;RP9;;gene;gene;0
3470;RP1;;gene;gene;0
3471;RP2;;gene;gene;0
3472;RPGR;;gene;gene;0
3473;RPE65;;gene;gene;0
3474;TULP1;;gene;gene;0
3476;PRPF3;;gene;gene;0
3477;NR2E3;;gene;gene;0
3478;MERTK;;gene;gene;0
3479;PRPF8;;gene;gene;0
3480;CRB1;;gene;gene;0
3481;AIPL1;;gene;gene;0
3482;FSCN2;;gene;gene;0
3483;PRPF31;;gene;gene;0
3484;CERKL;;gene;gene;0
3485;RB1;;gene;gene;0
3488;MECP2;;gene;gene;0
3489;CDKL5;;gene;gene;0
3491;FOXO1A;;gene;gene;0
3492;SLC22A18;;gene;gene;0
3494;PAX7;;gene;gene;0
3495;RUNX1;;gene;gene;0
3496;IL10;;gene;gene;0
3498;MIF;;gene;gene;0
3499;NFKBIL1;;gene;gene;0
3500;SLC22A4;;gene;gene;0
3501;PADI4;;gene;gene;0
3505;RHAG;;gene;gene;0
3506;RHCE;;gene;gene;0
3507;RHD;;gene;gene;0
3511;FOXC1;;gene;gene;0
3513;PITX2;;gene;gene;0
3514;CAV3;;gene;gene;0
3519;MPZ;;gene;gene;0
3520;PMP22;;gene;gene;0
3521;CREBBP;;gene;gene;0
3522;EP300;;gene;gene;0
3523;FGFR2;;gene;gene;0
3524;TWIST1;;gene;gene;0
3539;APP;;gene;gene;0
3540;COMT;;gene;gene;0
3542;PRODH;;gene;gene;0
3543;SYN2;;gene;gene;0
3544;ENTH;;gene;gene;0
3545;DISC1;;gene;gene;0
3546;RTN4R;;gene;gene;0
3547;TAAR6;;gene;gene;0
3548;NF2;;gene;gene;0
3553;APOE;;gene;gene;0
3554;HTR2A;;gene;gene;0
3555;MYH9;;gene;gene;0
3560;TGM1;;gene;gene;0
3567;TNF;;gene;gene;0
3568;CASP12P1;;gene;gene;0
3571;ADA;;gene;gene;0
3572;CD3D;;gene;gene;0
3574;IL7R;;gene;gene;0
3576;RAG1;;gene;gene;0
3577;RAG2;;gene;gene;0
3578;DCLRE1C;;gene;gene;0
3580;BCL10;;gene;gene;0
3581;EDN3;;gene;gene;0
3599;DSP;;gene;gene;0
3608;SHH;;gene;gene;0
3609;GNAS;;gene;gene;0
3612;HSPD1;;gene;gene;0
3613;KIF5A;;gene;gene;0
3614;PLP1;;gene;gene;0
3615;SPAST;;gene;gene;0
3616;SPG7;;gene;gene;0
3617;SACS;;gene;gene;0
3618;SPG3A;;gene;gene;0
3619;ALS2;;gene;gene;0
3620;NIPA1;;gene;gene;0
3623;ANK1;;gene;gene;0
3624;EPB42;;gene;gene;0
3626;SPTA1;;gene;gene;0
3627;SPTB;;gene;gene;0
3631;AR;;gene;gene;0
3632;GARS;;gene;gene;0
3633;HEXB;;gene;gene;0
3634;IGHMBP2;;gene;gene;0
3635;SMN1;;gene;gene;0
3636;VAPB;;gene;gene;0
3637;BSCL2;;gene;gene;0
3638;CACNA1A;;gene;gene;0
3639;FGF14;;gene;gene;0
3640;PPP2R2B;;gene;gene;0
3641;PRKCG;;gene;gene;0
3642;ATXN1;;gene;gene;0
3643;ATXN2;;gene;gene;0
3644;ATXN7;;gene;gene;0
3645;KLHL1AS;;gene;gene;0
3646;TBP;;gene;gene;0
3647;ATXN10;;gene;gene;0
3648;PLEKHG4;;gene;gene;0
3649;TDP1;;gene;gene;0
3650;SCA25;;gene;gene;0
3653;FLNB;;gene;gene;0
3656;AGC1;;gene;gene;0
3657;MATN3;;gene;gene;0
3658;TRAPPC2;;gene;gene;0
3659;WISP3;;gene;gene;0
3660;CHST3;;gene;gene;0
3662;FAS;;gene;gene;0
3663;ING1;;gene;gene;0
3664;TNFRSF10B;;gene;gene;0
3675;COL11A1;;gene;gene;0
3677;KRAS;;gene;gene;0
3678;ALOX5AP;;gene;gene;0
3679;PDE4D;;gene;gene;0
3681;DCX;;gene;gene;0
3682;PAFAH1B1;;gene;gene;0
3699;FASLG;;gene;gene;0
3700;DNASE1;;gene;gene;0
3701;PDCD1;;gene;gene;0
3702;PTPN22;;gene;gene;0
3704;ABCA1;;gene;gene;0
3706;MAPT;;gene;gene;0
3708;ATM;;gene;gene;0
3709;BAX;;gene;gene;0
3712;JAG1;;gene;gene;0
3713;NKX2-5;;gene;gene;0
3714;ZFPM2;;gene;gene;0
3720;FGFR3;;gene;gene;0
3722;JAK2;;gene;gene;0
3723;THPO;;gene;gene;0
3725;MPL;;gene;gene;0
3727;MASTL;;gene;gene;0
3728;CBS;;gene;gene;0
3729;F5;;gene;gene;0
3730;FGB;;gene;gene;0
3731;FGG;;gene;gene;0
3732;SERPIND1;;gene;gene;0
3733;HRG;;gene;gene;0
3734;PROC;;gene;gene;0
3735;THBD;;gene;gene;0
3736;ADAMTS13;;gene;gene;0
3738;HRAS;;gene;gene;0
3739;PCM1;;gene;gene;0
3743;TSHR;;gene;gene;0
3744;NCOA4;;gene;gene;0
3745;TRIM24;;gene;gene;0
3746;MINPP1;;gene;gene;0
3747;GOLGA5;;gene;gene;0
3748;TRIM33;;gene;gene;0
3749;CACNA1S;;gene;gene;0
3759;COL7A1;;gene;gene;0
3772;MYH8;;gene;gene;0
3780;APC;;gene;gene;0
3781;MLH1;;gene;gene;0
3782;PMS2;;gene;gene;0
3792;KRT1;;gene;gene;0
3793;APRT;;gene;gene;0
3794;SLC34A1;;gene;gene;0
3795;MYO7A;;gene;gene;0
3796;USH2A;;gene;gene;0
3797;USH3A;;gene;gene;0
3798;USH1C;;gene;gene;0
3799;CDH23;;gene;gene;0
3800;PCDH15;;gene;gene;0
3801;MASS1;;gene;gene;0
3802;USH1G;;gene;gene;0
3803;HMGA2;;gene;gene;0
3805;LRP5;;gene;gene;0
3806;PTEN;;gene;gene;0
3810;CASQ2;;gene;gene;0
3811;GNAI2;;gene;gene;0
3812;RYR2;;gene;gene;0
3813;HOXD10;;gene;gene;0
3814;FCGR3A;;gene;gene;0
3815;OAS1;;gene;gene;0
3821;GJB2;;gene;gene;0
3822;LOR;;gene;gene;0
3823;CCND1;;gene;gene;0
3824;VHL;;gene;gene;0
3825;EDNRB;;gene;gene;0
3827;MITF;;gene;gene;0
3828;PAX3;;gene;gene;0
3829;SNAI2;;gene;gene;0
3830;TYR;;gene;gene;0
3831;COL2A1;;gene;gene;0
3833;FCMD;;gene;gene;0
3834;POMT1;;gene;gene;0
3835;RAB3GAP1;;gene;gene;0
3839;NF1;;gene;gene;0
3841;TAP2;;gene;gene;0
3842;FBN1;;gene;gene;0
3843;ADAMTS10;;gene;gene;0
3844;COL11A2;;gene;gene;0
3851;ELN;;gene;gene;0
3852;BRCA2;;gene;gene;0
3853;GPC3;;gene;gene;0
3854;WT1;;gene;gene;0
3855;POU6F2;;gene;gene;0
3857;WAS;;gene;gene;0
3858;MSX1;;gene;gene;0
3860;PRKAG2;;gene;gene;0
3875;SOX10;;gene;gene;0
3887;PVRL1;;gene;gene;0
3892;COL3A1;;gene;gene;0
3893;TG;;gene;gene;0
3894;PTCH;;gene;gene;0
3895;MEN1;;gene;gene;0
3896;MYH7;;gene;gene;0
3897;RYR1;;gene;gene;0
3904;NOS3;;gene;gene;0
3905;SLC6A8;;gene;gene;0
3913;GJA1;;gene;gene;0
3915;ABCA4;;gene;gene;0
3916;CHST6;;gene;gene;0
3917;RDS;;gene;gene;0
3918;ELOVL4;;gene;gene;0
3919;VMD2;;gene;gene;0
3920;NTRK1;;gene;gene;0
3921;RET;;gene;gene;0
3928;IPF1;;gene;gene;0
3930;KCNJ11;;gene;gene;0
3931;PRKAR1A;;gene;gene;0
3939;THRB;;gene;gene;0
3941;TPO;;gene;gene;0
3943;SCN5A;;gene;gene;0
3951;C6;;gene;gene;0
3952;IL2RG;;gene;gene;0
3957;TP53;;gene;gene;0
3958;PAX6;;gene;gene;0
3964;STS;;gene;gene;0
3972;ATP6V1B1;;gene;gene;0
3973;CA2;;gene;gene;0
3974;SLC4A1;;gene;gene;0
3975;SLC4A4;;gene;gene;0
3976;ATP6V0A4;;gene;gene;0
3980;CIITA;;gene;gene;0
3981;PTPRC;;gene;gene;0
3983;AGT;;gene;gene;0
3984;AGTR1;;gene;gene;0
3985;ACE;;gene;gene;0
3986;REN;;gene;gene;0
